Sector_score,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Audit_Risk,Risk,Marks,MONEY_Marks,Loss,LOSS_SCORE,History_score,T_Risk
1.85,0.7,0.2,0.14,0.6,0.2,0.12,1.3,5,0.2,1,0.51,0.2,2,0.2,0.4,0,0.2,0,2,1.762,0.4,0.3524,0,2,2,0,2,2,0
1.85,0.78,0.2,0.156,0.97,0.2,0.194,1.75,5,0.2,1,0.97,0.2,2,0.2,0.4,0,0.2,0,2,1.944,0.4,0.3888,0,2,2,0,2,2,0
1.85,7.09,0.6,4.254,1.95,0.4,0.78,9.04,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3,6.434,0.4,1.2868,1,2,2,0,2,2,1
1.85,1.39,0.4,0.556,1.1,0.4,0.44,2.49,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.8,2.396,0.4,0.4792,0,2,2,0,2,2,1
1.85,2.46,0.6,1.476,0.37,0.2,0.074,2.83,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,2.95,0.4,0.59,0,2,2,0,2,2,1
1.85,2.48,0.6,1.488,0.1,0.2,0.02,2.58,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,2.908,0.4,0.5816,0,2,2,0,2,2,1
1.85,1.28,0.4,0.512,1.75,0.4,0.7,3.03,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.8,2.612,0.4,0.5224,0,2,2,0,2,2,1
1.85,3.83,0.6,2.298,0.28,0.2,0.056,4.11,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.7508,0,2,2,0,2,2,1
1.85,3.74,0.6,2.244,0.55,0.2,0.11,4.29,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.754,0.4,0.7508,0,2,2,0,2,2,1
1.85,11.44,0.6,6.864,1.41,0.4,0.564,12.85,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,3,8.836,0.4,1.7672,1,2,2,0,2,2,1
1.85,4.99,0.6,2.994,0.64,0.2,0.128,5.63,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,4.522,0.4,0.9044,0,2,2,0,2,2,1
1.85,8.25,0.6,4.95,1.59,0.4,0.636,9.84,5,0.2,1,0.02,0.2,2,0.2,0.4,0,0.2,0,3,6.99,0.4,1.398,1,2,2,0,2,2,1
1.85,0.25,0.2,0.05,1.8,0.4,0.72,2.05,5,0.2,1,0.74,0.2,2,0.2,0.4,0,0.2,0,2.6,2.318,0.4,0.4636,0,2,2,0,2,2,1
1.85,7.2,0.6,4.32,0.43,0.2,0.086,7.63,5,0.2,1,0.01,0.2,2,0.2,0.4,0,0.2,0,2.4,5.808,0.4,1.1616,1,2,2,0,2,2,1
1.85,0.73,0.2,0.146,1.24,0.4,0.496,1.97,5,0.2,1,0.2,0.2,2,0.2,0.4,0,0.2,0,2.6,2.082,0.4,0.4164,0,2,2,0,2,2,1
1.85,5.2,0.6,3.12,0,0.2,0,5.2,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,4.52,0.4,0.904,0,2,2,0,2,2,1
1.85,1.16,0.4,0.464,0,0.2,0,1.16,5,0.2,1,0.11,0.2,6,0.2,1.2,0,0.2,0,2.6,2.686,1.2,1.6116,1,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.19,0.2,6,0.2,1.2,0,0.2,0,2.4,2.238,1.2,1.3428,1,2,2,0,2,2,1
1.85,0.65,0.2,0.13,0.03,0.2,0.006,0.68,5,0.2,1,0.14,0.2,2,0.2,0.4,0,0.2,0,2,1.564,0.4,0.3128,0,2,2,0,2,2,0
1.85,0.79,0.2,0.158,0,0.2,0,0.79,5,0.2,1,3.54,0.2,2,0.2,0.4,0,0.2,0,2,2.266,0.4,0.4532,0,2,2,0,2,2,0
1.85,3.28,0.6,1.968,0.25,0.2,0.05,3.53,5,0.2,1,0.04,0.2,6,0.2,1.2,0,0.2,0,2.8,4.226,1.2,2.5356,1,2,2,0,2,2,1
1.85,0.9,0.2,0.18,0,0.2,0,0.9,5,0.2,1,0.13,0.2,6,0.2,1.2,0,0.2,0,2.4,2.406,1.2,1.4436,1,2,2,0,2,2,1
1.85,5,0.6,3,0.54,0.2,0.108,5.54,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,4.508,0.4,0.9016,0,2,2,0,2,2,1
1.85,7.07,0.6,4.242,0.72,0.2,0.144,7.79,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,5.786,0.4,1.1572,1,2,2,0,2,2,1
1.85,1.08,0.4,0.432,1.98,0.4,0.792,3.06,5,0.2,1,3.92,0.2,2,0.2,0.4,0,0.2,0,2.8,3.408,0.4,0.6816,0,2,2,0,2,2,1
1.85,3.46,0.6,2.076,0.09,0.2,0.018,3.55,5,0.2,1,0.06,0.2,2,0.2,0.4,0,0.2,0,2.4,3.506,0.4,0.7012,0,2,2,0,2,2,1
1.85,0.6,0.2,0.12,1.08,0.4,0.432,1.68,5,0.2,1,0.33,0.2,2,0.2,0.4,0,0.2,0,2.6,2.018,0.4,0.4036,0,2,2,0,2,2,1
1.85,3.92,0.6,2.352,1.08,0.4,0.432,5,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,3,4.184,0.4,0.8368,0,2,2,0,2,2,1
1.85,7.84,0.6,4.704,2.81,0.6,1.686,10.65,5,0.2,1,0,0.2,2,0.4,0.8,0,0.2,0,3.8,8.19,0.8,3.276,1,2,2,1,4,2,1
1.85,0.99,0.2,0.198,0,0.2,0,0.99,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.998,0.8,0.7992,0,2,2,0,2,2,1
1.85,0.17,0.2,0.034,0.11,0.2,0.022,0.28,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.2912,0,2,2,0,2,2,0
1.85,45.23,0.6,27.138,36.18,0.6,21.708,81.41,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,4,51.046,1.2,30.6276,1,2,2,0,2,2,1
1.85,1.69,0.4,0.676,0.21,0.2,0.042,1.9,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,2.118,0.4,0.4236,0,2,2,0,2,2,1
1.85,0.18,0.2,0.036,0.63,0.2,0.126,0.81,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.562,0.4,0.3124,0,2,2,0,2,2,0
1.85,0.01,0.2,0.002,0.91,0.2,0.182,0.92,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.584,0.4,0.3168,0,2,2,0,2,2,0
1.85,0.88,0.2,0.176,1.5,0.4,0.6,2.38,5,0.2,1,0.19,0.2,2,0.2,0.4,0,0.2,0,2.6,2.214,0.4,0.4428,0,2,2,0,2,2,1
1.85,1.17,0.4,0.468,0.15,0.2,0.03,1.32,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.2,1.898,0.4,0.3796,0,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.72,0,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.2,0.2,4,0.2,0.8,0,0.2,0,2.2,1.84,0.8,0.736,0,2,2,0,2,2,1
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
1.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.2,1.2,1.32,1,2,2,0,2,2,1
1.85,0.99,0.2,0.198,0.11,0.2,0.022,1.1,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.42,1.2,1.452,1,2,2,0,2,2,1
1.85,0.21,0.2,0.042,0,0.2,0,0.21,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.2884,0,2,2,0,2,2,0
1.85,2.2,0.6,1.32,0.28,0.2,0.056,2.48,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,2.776,0.4,0.5552,0,2,2,0,2,2,1
1.85,3.31,0.6,1.986,0.17,0.2,0.034,3.48,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,3.42,0.4,0.684,0,2,2,0,2,2,1
1.85,2.43,0.6,1.458,0.27,0.2,0.054,2.7,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.4,2.912,0.4,0.5824,0,2,2,0,2,2,1
1.85,13.91,0.6,8.346,0.5,0.2,0.1,14.41,5,0.2,1,0.19,0.2,2,0.2,0.4,0,0.2,0,2.4,9.884,0.4,1.9768,1,2,2,0,2,2,1
2.36,1.71,0.4,0.684,0,0.2,0,1.71,6.5,0.6,3.9,88.4,0.6,6,0.4,2.4,4,0.6,2.4,4.4,62.424,4.8,149.8176,1,6,6,0,4,6,1
2.37,1.13,0.4,0.452,3.85,0.6,2.31,4.98,6.5,0.6,3.9,20.89,0.6,6,0.2,1.2,0,0.2,0,5,20.396,1.2,12.2376,1,6,6,0,2,2,1
2.37,17.53,0.6,10.518,0,0.2,0,17.53,6.5,0.6,3.9,94.75,0.6,6,0.2,1.2,4,0.6,2.4,4.4,74.868,3.6,134.7624,1,6,6,0,2,6,1
2.37,0.56,0.2,0.112,0.7,0.2,0.14,1.26,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,2.4,2.452,1.2,1.4712,1,2,2,0,2,2,1
2.37,0.56,0.2,0.112,0.08,0.2,0.016,0.64,5,0.2,1,0.05,0.2,6,0.2,1.2,0,0.2,0,2.4,2.338,1.2,1.4028,1,2,2,0,2,2,1
2.34,3.95,0.6,2.37,0,0.2,0,0,5.5,0.4,2.2,83.96,0.6,6,0.2,1.2,1,0.4,0.4,3.8,56.546,1.6,45.2368,1,4,6,0,2,4,1
2.34,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.34,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.34,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
2.34,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
15.56,20.65,0.6,12.39,0,0.2,0,0,6,0.6,3.6,397.31,0.6,6,0.2,1.2,1,0.4,0.4,4.2,255.976,1.6,204.7808,1,6,6,0,2,4,1
15.56,3.73,0.6,2.238,2.82,0.6,1.692,6.55,6,0.6,3.6,160.41,0.6,6,0.2,1.2,0,0.2,0,5.2,104.976,1.2,62.9856,1,6,6,0,2,2,1
15.56,0,0.2,0,0,0.2,0,0,5,0.2,1,23.97,0.6,6,0.2,1.2,0,0.2,0,2.8,16.582,1.2,9.9492,1,2,6,0,2,2,1
17.68,2.52,0.6,1.512,20.28,0.6,12.168,22.8,5,0.2,1,70.56,0.6,6,0.2,1.2,0,0.2,0,4.4,58.216,1.2,34.9296,1,2,6,0,2,2,1
21.61,3.14,0.6,1.884,5.68,0.6,3.408,8.82,5.5,0.4,2.2,11.33,0.6,4,0.2,0.8,0,0.2,0,4.6,15.09,0.8,6.036,1,4,6,0,2,2,1
21.61,0.88,0.2,0.176,1.07,0.4,0.428,1.95,5,0.2,1,0.76,0.2,2,0.2,0.4,0,0.2,0,2.6,2.156,0.4,0.4312,0,2,2,0,2,2,1
21.61,0.8,0.2,0.16,0.82,0.2,0.164,1.62,5,0.2,1,1.32,0.2,2,0.2,0.4,0,0.2,0,2,1.988,0.4,0.3976,0,2,2,0,2,2,0
21.61,0.7,0.2,0.14,0.72,0.2,0.144,1.42,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.684,0.4,0.3368,0,2,2,0,2,2,0
21.61,0,0.2,0,0.39,0.2,0.078,0.39,5,0.2,1,0.24,0.2,2,0.2,0.4,0,0.2,0,2,1.526,0.4,0.3052,0,2,2,0,2,2,0
21.61,0.33,0.2,0.066,0,0.2,0,0.33,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.466,0.4,0.2932,0,2,2,0,2,2,0
21.61,0.28,0.2,0.056,0.16,0.2,0.032,0.44,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.488,0.4,0.2976,0,2,2,0,2,2,0
21.61,0.19,0.2,0.038,0.27,0.2,0.054,0.46,5,0.2,1,0.65,0.2,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.3244,0,2,2,0,2,2,0
21.61,0.53,0.2,0.106,0.62,0.2,0.124,1.15,5,0.2,1,0.01,0.2,2,0.2,0.4,0,0.2,0,2,1.632,0.4,0.3264,0,2,2,0,2,2,0
21.61,0.46,0.2,0.092,0.88,0.2,0.176,1.34,5,0.2,1,0.58,0.2,2,0.2,0.4,0,0.2,0,2,1.784,0.4,0.3568,0,2,2,0,2,2,0
21.61,0.31,0.2,0.062,0.28,0.2,0.056,0.59,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.3036,0,2,2,0,2,2,0
21.61,85,0.6,51,1.06,0.4,0.424,86.06,5,0.2,1,0,0.2,6,0.2,1.2,0,0.2,0,3.4,53.624,1.2,32.1744,1,2,2,0,2,2,1
21.61,0.75,0.2,0.15,0.9,0.2,0.18,1.65,5,0.2,1,1.4,0.2,2,0.2,0.4,0,0.2,0,2,2.01,0.4,0.402,0,2,2,0,2,2,0
21.61,0.85,0.2,0.17,0.93,0.2,0.186,1.78,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.756,0.4,0.3512,0,2,2,0,2,2,0
21.61,0.34,0.2,0.068,0.36,0.2,0.072,0.7,5,0.2,1,0.03,0.2,2,0.2,0.4,0,0.2,0,2,1.546,0.4,0.3092,0,2,2,0,2,2,0
21.61,0.66,0.2,0.132,0.81,0.2,0.162,1.47,5,0.2,1,0.03,0.2,2,0.2,0.4,0,0.2,0,2,1.7,0.4,0.34,0,2,2,0,2,2,0
21.61,0.59,0.2,0.118,0.69,0.2,0.138,1.28,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.656,0.4,0.3312,0,2,2,0,2,2,0
21.61,0.61,0.2,0.122,0.63,0.2,0.126,1.24,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.648,0.4,0.3296,0,2,2,0,2,2,0
21.61,0.72,0.2,0.144,0.8,0.2,0.16,1.52,5,0.2,1,0.02,0.2,2,0.2,0.4,0,0.2,0,2,1.708,0.4,0.3416,0,2,2,0,2,2,0
21.61,0.37,0.2,0.074,0.1,0.2,0.02,0.47,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.494,0.4,0.2988,0,2,2,0,2,2,0
21.61,0.62,0.2,0.124,0.71,0.2,0.142,1.33,5,0.2,1,0.08,0.2,2,0.2,0.4,0,0.2,0,2,1.682,0.4,0.3364,0,2,2,0,2,2,0
21.61,0.98,0.2,0.196,1.14,0.4,0.456,2.12,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.6,2.052,0.4,0.4104,0,2,2,0,2,2,1
21.61,0.32,0.2,0.064,0,0.2,0,0.32,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.464,0.4,0.2928,0,2,2,0,2,2,0
21.61,0.56,0.2,0.112,0.63,0.2,0.126,1.19,5,0.2,1,0.09,0.2,2,0.2,0.4,0,0.2,0,2,1.656,0.4,0.3312,0,2,2,0,2,2,0
21.61,0.54,0.2,0.108,0.56,0.2,0.112,1.1,5,0.2,1,0.8,0.2,2,0.2,0.4,0,0.2,0,2,1.78,0.4,0.356,0,2,2,0,2,2,0
21.61,0.63,0.2,0.126,0.69,0.2,0.138,1.32,5,0.2,1,0.32,0.2,2,0.2,0.4,0,0.2,0,2,1.728,0.4,0.3456,0,2,2,0,2,2,0
21.61,0.37,0.2,0.074,0.46,0.2,0.092,0.83,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.3132,0,2,2,0,2,2,0
21.61,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
21.61,0.29,0.2,0.058,0.33,0.2,0.066,0.62,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.3048,0,2,2,0,2,2,0
21.61,0.67,0.2,0.134,0.76,0.2,0.152,1.43,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.686,0.4,0.3372,0,2,2,0,2,2,0
21.61,0.43,0.2,0.086,0,0.2,0,0.43,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.486,0.4,0.2972,0,2,2,0,2,2,0
21.61,0.67,0.2,0.134,0.75,0.2,0.15,1.42,5,0.2,1,0.39,0.2,2,0.2,0.4,0,0.2,0,2,1.762,0.4,0.3524,0,2,2,0,2,2,0
21.61,0.84,0.2,0.168,1.09,0.4,0.436,1.93,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2.6,2.004,0.4,0.4008,0,2,2,0,2,2,1
21.61,0.52,0.2,0.104,0.68,0.2,0.136,1.2,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.64,0.4,0.328,0,2,2,0,2,2,0
21.61,0.38,0.2,0.076,0.48,0.2,0.096,0.86,5,0.2,1,0.33,0.2,2,0.2,0.4,0,0.2,0,2,1.638,0.4,0.3276,0,2,2,0,2,2,0
21.61,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.484,0.4,0.2968,0,2,2,0,2,2,0
21.61,0.27,0.2,0.054,0.35,0.2,0.07,0.62,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.524,0.4,0.3048,0,2,2,0,2,2,0
21.61,0.34,0.2,0.068,0.27,0.2,0.054,0.61,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.522,0.4,0.3044,0,2,2,0,2,2,0
21.61,0.02,0.2,0.004,0.66,0.2,0.132,0.68,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.536,0.4,0.3072,0,2,2,0,2,2,0
21.61,0,0.2,0,0,0.2,0,0,5,0.2,1,0.03,0.2,2,0.2,0.4,0,0.2,0,2,1.406,0.4,0.2812,0,2,2,0,2,2,0
21.61,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
59.85,1.94,0.4,0.776,6.69,0.6,4.014,8.63,5.5,0.4,2.2,13.3,0.6,6,0.2,1.2,1,0.4,0.4,4.8,16.57,1.6,13.256,1,4,6,0,2,4,1
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.29,0.2,2,0.2,0.4,0,0.2,0,2,1.458,0.4,0.2916,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,3.3,0.2,2,0.2,0.4,0,0.2,0,2,2.06,0.4,0.412,0,2,2,0,2,2,0
59.85,0.27,0.2,0.054,0,0.2,0,0.27,5,0.2,1,16.09,0.6,2,0.2,0.4,0,0.2,0,2.4,11.108,0.4,2.2216,1,2,6,0,2,2,1
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,1.44,0.2,2,0.2,0.4,0,0.2,0,2,1.688,0.4,0.3376,0,2,2,0,2,2,0
59.85,0.03,0.2,0.006,0,0.2,0,0.03,5,0.2,1,1.66,0.2,2,0.2,0.4,0,0.2,0,2,1.738,0.4,0.3476,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.19,0.2,2,0.2,0.4,0,0.2,0,2,1.438,0.4,0.2876,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.7,0.2,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.308,0,2,2,0,2,2,0
59.85,0.05,0.2,0.01,0,0.2,0,0.05,5,0.2,1,0.63,0.2,2,0.2,0.4,0,0.2,0,2,1.536,0.4,0.3072,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0.93,0.2,2,0.2,0.4,0,0.2,0,2,1.586,0.4,0.3172,0,2,2,0,2,2,0
59.85,0.03,0.2,0.006,0,0.2,0,0.03,5,0.2,1,1.22,0.2,2,0.2,0.4,0,0.2,0,2,1.65,0.4,0.33,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,1.2,0.2,2,0.4,0.8,0,0.2,0,2.2,2.04,0.8,0.816,0,2,2,1,4,2,1
59.85,0.01,0.2,0.002,0.11,0.2,0.022,0.12,5,0.2,1,1.03,0.2,2,0.2,0.4,0,0.2,0,2,1.63,0.4,0.326,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,2.86,0.2,2,0.2,0.4,0,0.2,0,2,1.972,0.4,0.3944,0,2,2,0,2,2,0
59.85,0.03,0.2,0.006,0,0.2,0,0.03,5,0.2,1,1.55,0.2,2,0.2,0.4,0,0.2,0,2,1.716,0.4,0.3432,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,2.39,0.2,2,0.2,0.4,0,0.2,0,2,1.878,0.4,0.3756,0,2,2,0,2,2,0
59.85,0.07,0.2,0.014,0,0.2,0,0.07,5,0.2,1,10.4,0.6,2,0.2,0.4,0,0.2,0,2.4,7.654,0.4,1.5308,1,2,6,0,2,2,1
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,1.3,0.2,4,0.2,0.8,0,0.2,0,2.2,2.06,0.8,0.824,0,2,2,0,2,2,1
59.85,0.31,0.2,0.062,0,0.2,0,0.31,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.462,0.4,0.2924,0,2,2,0,2,2,0
59.85,0.15,0.2,0.03,0,0.2,0,0.15,5,0.2,1,0.05,0.2,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.288,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
59.85,0.01,0.2,0.002,0,0.2,0,0.01,5,0.2,1,0.6,0.2,2,0.2,0.4,0,0.2,0,2,1.522,0.4,0.3044,0,2,2,0,2,2,0
59.85,0.15,0.2,0.03,0,0.2,0,0.15,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.43,0.4,0.286,0,2,2,0,2,2,0
59.85,0.2,0.2,0.04,0.28,0.2,0.056,0.48,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.496,0.4,0.2992,0,2,2,0,2,2,0
59.85,0.06,0.2,0.012,0,0.2,0,0.06,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.412,0.4,0.2824,0,2,2,0,2,2,0
59.85,0.3,0.2,0.06,0,0.2,0,0.3,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.46,0.4,0.292,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
59.85,0.29,0.2,0.058,0,0.2,0,0.29,5,0.2,1,0.04,0.2,2,0.2,0.4,0,0.2,0,2,1.466,0.4,0.2932,0,2,2,0,2,2,0
59.85,0.48,0.2,0.096,0,0.2,0,0.48,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.496,0.4,0.2992,0,2,2,0,2,2,0
59.85,0.39,0.2,0.078,0.39,0.2,0.078,0.78,5,0.2,1,0.17,0.2,4,0.2,0.8,0,0.2,0,2.2,1.99,0.8,0.796,0,2,2,0,2,2,1
59.85,0.21,0.2,0.042,0,0.2,0,0.21,5,0.2,1,0.33,0.2,4,0.2,0.8,0,0.2,0,2.2,1.908,0.8,0.7632,0,2,2,0,2,2,1
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
59.85,0.42,0.2,0.084,0,0.2,0,0.42,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,1.884,0.8,0.7536,0,2,2,0,2,2,1
59.85,0.04,0.2,0.008,0,0.2,0,0.04,5,0.2,1,0.22,0.2,2,0.2,0.4,0,0.2,0,2,1.452,0.4,0.2904,0,2,2,0,2,2,0
59.85,0,0.2,0,0.22,0.2,0.044,0.22,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.444,0.4,0.2888,0,2,2,0,2,2,0
59.85,0,0.2,0,0,0.2,0,0,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.28,0,2,2,0,2,2,0
55.57,0.29,0.2,0.058,0.39,0.2,0.078,0.68,5.5,0.4,2.2,0.05,0.2,2,0.2,0.4,0,0.2,0,2.4,2.746,0.4,0.5492,0,4,2,0,2,2,1
55.57,0,0.2,0,1.96,0.4,0.784,1.96,5,0.2,1,0.4,0.2,2,0.2,0.4,0,0.2,0,2.6,2.264,0.4,0.4528,0,2,2,0,2,2,1
55.57,2.24,0.6,1.344,7.26,0.6,4.356,9.5,5,0.2,1,0.24,0.2,2,0.2,0.4,0,0.2,0,3.6,7.148,0.4,1.4296,1,2,2,0,2,2,1
55.57,0.62,0.2,0.124,0.42,0.2,0.084,1.04,5,0.2,1,0,0.2,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.3216,0,2,2,0,2,2,0
55.57,1.7,0.4,0.68,5.91,0.6,3.546,7.61,5,0.2,1,3.68,0.2,4,0.2,0.8,0,0.2,0,3.6,6.762,0.8,2.7048,1,2,2,0,2,2,1
55.57,0.95,0.2,0.19,0.72,0.2,0.144,1.67,5,0.2,1,0,0.2,4,0.2,0.8,0,0.2,0,2.2,2.134,0.8,0.8536,0,2,2,0,2,2,1
55.57,0,0.2,0,0,0.2,0,0,5.5,0.4,2.2,85.05,0.6,6,0.2,1.2,0,0.2,0,3.2,54.43,1.2,32.658,1,4,6,0,2,2,1
55.57,2.59,0.6,1.554,111.9,0.6,67.14,114.49,5,0.2,1,8.47,0.4,6,0.2,1.2,0,0.2,0,4.2,74.282,1.2,44.5692,1,2,4,0,2,2,1
55.57,6.48,0.6,3.888,43.08,0.6,25.848,49.56,5,0.2,1,253.12,0.6,6,0.2,1.2,2,0.6,1.2,4.8,185.008,2.4,222.0096,1,2,6,0,2,6,1
55.57,1.2,0.4,0.48,0.54,0.2,0.108,1.74,5,0.2,1,0.45,0.2,2,0.2,0.4,0,0.2,0,2.2,2.078,0.4,0.4156,0,2,2,0,2,2,1
